Encuesta;Fecha;Mes;Pais de procedencia;Ciudad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo
146;2019-03-05;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
147;2019-03-05;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;56;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
148;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;21;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre particular;N/A;N/A
149;2019-03-05;Marzo;Colombia;Yopal;Nacional;Oriente;N/A;Masculino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;N/A;N/A
150;2019-03-05;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
151;2019-03-05;Marzo;Colombia;Villavicencio;Nacional;Oriente;N/A;Femenino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;N/A;N/A
152;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;N/A;N/A
153;2019-03-05;Marzo;Colombia;Ibagué;Nacional;Centro;N/A;Femenino;46;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
154;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;34;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
155;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;18;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
156;2019-03-05;Marzo;Colombia;Santa Marta;Nacional;Norte;N/A;Femenino;24;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
157;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;36;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
158;2019-03-05;Marzo;Colombia;Barranquilla;Nacional;Norte;N/A;Femenino;37;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
159;2019-03-05;Marzo;Colombia;Pasto;Nacional;Sur;N/A;Masculino;52;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
160;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;36;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
161;2019-03-05;Marzo;Colombia;Villavicencio;Nacional;Oriente;N/A;Femenino;37;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
162;2019-03-05;Marzo;Colombia;Neiva;Nacional;Centro;N/A;Femenino;40;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
163;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;56;Mas de 45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
164;2019-03-05;Marzo;Colombia;Villavicencio;Nacional;Oriente;N/A;Masculino;40;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
165;2019-03-05;Marzo;Colombia;Ibagué;Nacional;Centro;N/A;Femenino;45;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
166;2019-03-05;Marzo;Colombia;Ibagué;Nacional;Centro;N/A;Femenino;40;21-45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
167;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;N/A;N/A;N/A
168;2019-03-05;Marzo;Colombia;Armenia;Nacional;Centro;N/A;Masculino;21;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
169;2019-03-05;Marzo;Colombia;Sevilla valle;Nacional;Occidente;N/A;Masculino;19;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
170;2019-03-05;Marzo;Colombia;La dorada;Nacional;Centro;N/A;Masculino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
171;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;17;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
172;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;17;0 - 20 años;Visita parientes o amigos;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
173;2019-03-05;Marzo;Colombia;Pitalito;Nacional;Centro;N/A;Femenino;39;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hostal;N/A;N/A;N/A;N/A
174;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;52;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Hotel;N/A;Aéreo;N/A;N/A
175;2019-03-05;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;45;21-45 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Terrestre público;N/A;N/A
176;2019-03-07;Marzo;Colombia;Jamundí;Nacional;Occidente;N/A;Masculino;24;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;1;1 Noche
177;2019-03-07;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;24;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
178;2019-03-07;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;57;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
179;2019-03-07;Marzo;Estados Unidos;Miami;Extranjero;N/A;Norteamerica;Femenino;24;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
180;2019-03-07;Marzo;Estados Unidos;Miami;Extranjero;N/A;Norteamerica;Masculino;56;Mas de 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
181;2019-03-07;Marzo;España;Madrid;Extranjero;N/A;Europa;Femenino;59;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
182;2019-03-07;Marzo;España;Madrid;Extranjero;N/A;Europa;Masculino;24;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;5;4-6 Noches
183;2019-03-07;Marzo;Venezuela;Maracaibo;Extranjero;N/A;America latina;Masculino;44;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Terrestre público;60;Mas de 10 Noches
184;2019-03-07;Marzo;Colombia;Jamundí;Nacional;Occidente;N/A;Masculino;34;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;1;1 Noche
185;2019-03-07;Marzo;Colombia;Quimbaya;Nacional;Centro;N/A;Masculino;64;Mas de 45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;7;7-10 Noches
186;2019-03-07;Marzo;Estados Unidos;Miami;Extranjero;N/A;Norteamerica;Femenino;22;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
187;2019-03-07;Marzo;Colombia;Barranquilla;Nacional;Norte;N/A;Femenino;28;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches
188;2019-03-07;Marzo;España;Madrid;Extranjero;N/A;Europa;Femenino;24;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;5;4-6 Noches
189;2019-03-07;Marzo;Venezuela;Caracas;Extranjero;N/A;America latina;Femenino;33;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;15;Mas de 10 Noches
190;2019-03-08;Marzo;Chile;Santiago de Chile;Extranjero;N/A;America latina;Masculino;22;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
191;2019-03-08;Marzo;Francia;Paris;Extranjero;N/A;Europa;Masculino;51;Mas de 45 años;Recreacional o vacacional;N/A;Francés;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches
192;2019-03-08;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;66;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
193;2019-03-08;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;17;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
194;2019-03-08;Marzo;Colombia;Villavicencio;Nacional;Oriente;N/A;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;15;Mas de 10 Noches
195;2019-03-08;Marzo;Puerto Rico;Toa alta;Extranjero;N/A;America latina;Femenino;34;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
196;2019-03-08;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;65;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;90;Mas de 10 Noches
197;2019-03-08;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;58;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
198;2019-03-08;Marzo;Chile;Santiago de Chile;Extranjero;N/A;America latina;Femenino;22;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
199;2019-03-09;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;38;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Hostal;N/A;Terrestre público;24;Mas de 10 Noches
200;2019-03-09;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
201;2019-03-09;Marzo;Bolivia;Santa Cruz;Extranjero;N/A;America latina;Femenino;32;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;30;Mas de 10 Noches
202;2019-03-09;Marzo;Venezuela;Barinas;Extranjero;N/A;America latina;Masculino;30;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;90;Mas de 10 Noches
203;2019-03-09;Marzo;Alemania;Hamburgo;Extranjero;N/A;Europa;Femenino;29;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
204;2019-03-09;Marzo;Alemania;Hamburgo;Extranjero;N/A;Europa;Masculino;39;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
205;2019-03-09;Marzo;Alemania;Hamburgo;Extranjero;N/A;Europa;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
206;2019-03-09;Marzo;Irlanda;Belfast;Extranjero;N/A;Europa;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
207;2019-03-09;Marzo;Irlanda;Belfast;Extranjero;N/A;Europa;Masculino;26;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
208;2019-03-09;Marzo;Chile;Chillán;Extranjero;N/A;America latina;Masculino;22;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
209;2019-03-09;Marzo;Chile;Santiago de Chile;Extranjero;N/A;America latina;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
210;2019-03-11;Marzo;Venezuela;San cristobal;Extranjero;N/A;America latina;Femenino;30;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;30;Mas de 10 Noches
211;2019-03-11;Marzo;Perú;Lima;Extranjero;N/A;America latina;Femenino;29;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
212;2019-03-11;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;49;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
213;2019-03-11;Marzo;Venezuela;Acarigua;Extranjero;N/A;America latina;Masculino;62;Mas de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;30;Mas de 10 Noches
214;2019-03-11;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
215;2019-03-11;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
216;2019-03-11;Marzo;Estados Unidos;Washington;Extranjero;N/A;Norteamerica;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Vivienda familiar o amigos;N/A;Aéreo;1;1 Noche
217;2019-03-12;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;65;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
218;2019-03-12;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;55;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
219;2019-03-12;Marzo;Colombia;Bugalagrande;Nacional;Occidente;N/A;Femenino;19;0 - 20 años;Salud;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A
220;2019-03-12;Marzo;Colombia;Pereira;Nacional;Centro;N/A;Masculino;30;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A
221;2019-03-12;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;48;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
222;2019-03-12;Marzo;Colombia;Pasto;Nacional;Sur;N/A;Masculino;50;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches
223;2019-03-12;Marzo;Colombia;Pasto;Nacional;Sur;N/A;Femenino;47;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches
224;2019-03-12;Marzo;Chile;Santiago de Chile;Extranjero;N/A;America latina;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;6;4-6 Noches
225;2019-03-12;Marzo;Chile;Santiago de Chile;Extranjero;N/A;America latina;Femenino;27;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;6;4-6 Noches
226;2019-03-12;Marzo;Finlandia;Helsinki;Extranjero;N/A;Europa;Masculino;35;21-45 años;Recreacional o vacacional;N/A;Otro;Sueco;No responde;N/A;Aéreo;3;2-3 Noches
227;2019-03-12;Marzo;Irlanda;Dublin;Extranjero;N/A;Europa;Femenino;35;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
228;2019-03-12;Marzo;Perú;Lima;Extranjero;N/A;America latina;Masculino;75;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Otros;N/A;Aéreo;N/A;N/A
229;2019-03-12;Marzo;Perú;Lima;Extranjero;N/A;America latina;Femenino;69;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;Aéreo;N/A;N/A
230;2019-03-12;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;26;21-45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;365;Mas de 10 Noches
231;2019-03-12;Marzo;Colombia;Santa Marta;Nacional;Norte;N/A;Masculino;44;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;8;7-10 Noches
232;2019-03-12;Marzo;Ecuador;Quito;Extranjero;N/A;America latina;Femenino;37;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches
233;2019-03-12;Marzo;Francia;Grenoble;Extranjero;N/A;Europa;Femenino;30;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches
234;2019-03-12;Marzo;Francia;Paris;Extranjero;N/A;Europa;Femenino;31;21-45 años;Recreacional o vacacional;N/A;Francés;N/A;Hotel;N/A;Aéreo;15;Mas de 10 Noches
235;2019-03-12;Marzo;Bélgica;Ghent;Extranjero;N/A;Europa;Femenino;32;21-45 años;Cultural;N/A;Alemán;N/A;Otros;N/A;Aéreo;3;2-3 Noches
236;2019-03-12;Marzo;Perú;Lima;Extranjero;N/A;America latina;Masculino;38;21-45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches
237;2019-03-12;Marzo;México;Cancun;Extranjero;N/A;Norteamerica;Masculino;36;21-45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches
238;2019-03-12;Marzo;México;Cancun;Extranjero;N/A;Norteamerica;Femenino;32;21-45 años;Cultural;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;4;4-6 Noches
239;2019-03-12;Marzo;Corea;Incheon;Extranjero;N/A;Asia;Masculino;54;Mas de 45 años;Educación y/o Formación;N/A;Otro;Coreano;Hotel;N/A;Aéreo;30;Mas de 10 Noches
240;2019-03-13;Marzo;Colombia;Sucre;Nacional;Norte;N/A;Femenino;37;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches
241;2019-03-13;Marzo;Colombia;Sucre;Nacional;Norte;N/A;Femenino;30;21-45 años;Negocios;N/A;Español;N/A;Otros;N/A;N/A;N/A;N/A
242;2019-03-13;Marzo;Colombia;Mocoa;Nacional;Sur;N/A;Femenino;27;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
243;2019-03-13;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;44;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre particular;18;Mas de 10 Noches
244;2019-03-13;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;19;0 - 20 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches
245;2019-03-13;Marzo;Colombia;Bucaramanga;Nacional;Centro;N/A;Femenino;38;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
246;2019-03-14;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;23;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches
247;2019-03-14;Marzo;Colombia;Duitama;Nacional;Centro;N/A;Femenino;21;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
248;2019-03-14;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;29;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
249;2019-03-14;Marzo;Colombia;Mompos;Nacional;Norte;N/A;Femenino;55;Mas de 45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre particular;N/A;N/A
250;2019-03-14;Marzo;Colombia;Bucaramanga;Nacional;Centro;N/A;Femenino;22;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre particular;4;4-6 Noches
251;2019-03-14;Marzo;Colombia;Sucre;Nacional;Norte;N/A;Femenino;37;21-45 años;Negocios;N/A;Español;N/A;Alojamiento rural;N/A;Terrestre público;4;4-6 Noches
252;2019-03-14;Marzo;Colombia;Villeta;Nacional;Centro;N/A;Femenino;26;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;N/A;N/A;N/A
253;2019-03-14;Marzo;Colombia;Duitama;Nacional;Centro;N/A;Femenino;21;21-45 años;Negocios;N/A;Español;N/A;Hotel;N/A;Terrestre público;N/A;N/A
254;2019-03-20;Marzo;Suiza;Ginebra;Extranjero;N/A;Europa;Masculino;23;21-45 años;Recreacional o vacacional;N/A;Alemán;N/A;Hostal;N/A;Aéreo;7;7-10 Noches
255;2019-03-20;Marzo;Colombia;Zipaquirá;Nacional;Centro;N/A;Masculino;49;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;2;2-3 Noches
256;2019-03-20;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;25;21-45 años;Negocios;N/A;Español;N/A;No responde;N/A;Aéreo;N/A;N/A
257;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;49;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
258;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
259;2019-03-20;Marzo;Perú;Lima;Extranjero;N/A;America latina;Masculino;28;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
260;2019-03-20;Marzo;Estados Unidos;California;Extranjero;N/A;Norteamerica;Masculino;31;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Vivienda familiar o amigos;N/A;Aéreo;20;Mas de 10 Noches
261;2019-03-20;Marzo;Grecia;Atenas;Extranjero;N/A;Europa;Femenino;25;21-45 años;Recreacional o vacacional;N/A;Otro;Griego;Hostal;N/A;Aéreo;1;1 Noche
262;2019-03-20;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;57;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
263;2019-03-20;Marzo;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;43;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches
264;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
265;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
266;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
267;2019-03-20;Marzo;España;Valencia;Extranjero;N/A;Europa;Masculino;66;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
268;2019-03-20;Marzo;España;Valencia;Extranjero;N/A;Europa;Masculino;60;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
269;2019-03-20;Marzo;España;Valencia;Extranjero;N/A;Europa;Masculino;68;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;4;4-6 Noches
270;2019-03-20;Marzo;Bulgaria;Sofía;Extranjero;N/A;Europa;Femenino;60;Mas de 45 años;Recreacional o vacacional;N/A;Otro;Búlgaro;Hotel;N/A;Aéreo;4;4-6 Noches
271;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;69;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
272;2019-03-20;Marzo;Perú;Lima;Extranjero;N/A;America latina;Femenino;68;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
273;2019-03-20;Marzo;Perú;Lima;Extranjero;N/A;America latina;Masculino;66;Mas de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;4;4-6 Noches
274;2019-03-20;Marzo;Venezuela;San juan de los Morros;Extranjero;N/A;America latina;Masculino;62;Mas de 45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;No responde;30;Mas de 10 Noches
275;2019-03-20;Marzo;Perú;Lima;Extranjero;N/A;America latina;Femenino;29;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
276;2019-03-20;Marzo;Perú;Lima;Extranjero;N/A;America latina;Masculino;29;21-45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches
277;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;49;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
278;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Mas de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
279;2019-03-20;Marzo;Colombia;Cali;Local;Occidente;N/A;Masculino;28;21-45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A
280;2019-03-20;Marzo;Estados Unidos;Washington;Extranjero;N/A;Norteamerica;Masculino;27;21-45 años;Recreacional o vacacional;N/A;Inglés;N/A;Vivienda familiar o amigos;N/A;Aéreo;1;1 Noche
281;2019-03-21;Marzo;Brasil;Sau Paulo;Extranjero;N/A;America latina;Masculino;58;Mas de 45 años;Cultural;N/A;Portugués;N/A;Hotel;N/A;Aéreo;N/A;N/A
282;2019-03-21;Marzo;Brasil;Sau Paulo;Extranjero;N/A;America latina;Femenino;56;Mas de 45 años;Cultural;N/A;Portugués;N/A;Hotel;N/A;Aéreo;N/A;N/A
