Encuesta;Fecha;Mes;Pais de Procedencia;Cuidad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo de estancia;;;;;;;;;;
3203;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3204;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3205;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;23;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3206;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3207;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3208;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3209;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3210;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3211;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3212;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3213;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3214;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3215;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3216;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3217;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3218;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3219;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3220;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3221;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;38;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3222;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3223;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3224;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3225;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3226;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3227;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3228;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;48;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3229;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3230;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3231;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3232;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3233;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3234;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3235;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3236;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3237;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3238;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3239;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3240;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;54;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3241;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;61;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3242;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;53;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3243;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3244;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3245;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;46;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3246;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;58;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3247;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;21;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3248;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3249;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;29;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3250;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3251;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3252;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3253;2018-12-15;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3254;2018-12-16;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;36;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3255;2018-12-16;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;71;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3256;2018-12-16;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3257;2018-12-16;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;65;Más de 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3258;2018-12-16;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21 a 45 años;Turismo rural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3259;2018-12-17;Diciembre;Colombia;Popayán;Nacional;Occidente;N/A;Masculino;43;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;3;2-3 Noches;;;;;;;;;;
3260;2018-12-17;Diciembre;Argentina;Mar del plata;Extranjero;N/A;America Latina;Femenino;21;21 a 45 años;Cultural;N/A;Español;N/A;Hostal;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
3261;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;54;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
3262;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;27;21 a 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
3263;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;25;21 a 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
3264;2018-12-17;Diciembre;Ecuador;Tulcan;Extranjero;N/A;America Latina;Femenino;28;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
3265;2018-12-17;Diciembre;Ecuador;Tulcan;Extranjero;N/A;America Latina;Masculino;29;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Terrestre público;2;2-3 Noches;;;;;;;;;;
3266;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Femenino;60;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
3267;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;21;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
3268;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;34;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
3269;2018-12-17;Diciembre;Colombia;Cartagena ;Nacional;Norte;N/A;Masculino;55;Más de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
3270;2018-12-17;Diciembre;Colombia;Cartagena ;Nacional;Norte;N/A;Femenino;55;Más de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
3271;2018-12-17;Diciembre;Colombia;Jamundi;Nacional;Occidente;N/A;Masculino;23;21 a 45 años;Salud;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
3272;2018-12-17;Diciembre;Colombia;Puerto Tejada;Nacional;Occidente;N/A;Femenino;41;21 a 45 años;Salud;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
3273;2018-12-17;Diciembre;Colombia;Pasto;Nacional;Sur;N/A;Masculino;20;0 - 20 años;Educación y/o Formación;N/A;Español;N/A;Hotel;N/A;Aéreo;3;2-3 Noches;;;;;;;;;;
3274;2018-12-17;Diciembre;Colombia;Barranquilla;Nacional;Norte;N/A;Masculino;58;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Terrestre público;15;Mas de 10 Noches;;;;;;;;;;
3275;2018-12-17;Diciembre;Colombia;Barranquilla;Nacional;Norte;N/A;Femenino;55;Más de 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Terrestre público;15;Mas de 10 Noches;;;;;;;;;;
3276;2018-12-17;Diciembre;Colombia;Puerto Tejada;Nacional;Occidente;N/A;Femenino;23;21 a 45 años;Salud;N/A;Español;N/A;Otros;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
3277;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;42;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3278;2018-12-17;Diciembre;Colombia;Buenaventura;Nacional;Occidente;N/A;Femenino;30;21 a 45 años;Salud;N/A;Español;N/A;Otros;N/A;No responde;N/A;N/A;;;;;;;;;;
3279;2018-12-17;Diciembre;Venezuela;Maracaibo;Extranjero;N/A;America Latina;Femenino;29;21 a 45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
3280;2018-12-17;Diciembre;Venezuela;Valencia;Extranjero;N/A;America Latina;Femenino;48;Más de 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
3281;2018-12-17;Diciembre;Venezuela;San Felipe;Extranjero;N/A;America Latina;Masculino;22;21 a 45 años;Visita parientes o amigos;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;N/A;N/A;;;;;;;;;;
3282;2018-12-17;Diciembre;Colombia;Pereira;Nacional;Centro;N/A;Femenino;54;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;No responde;N/A;N/A;;;;;;;;;;
3283;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;58;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3284;2018-12-17;Diciembre;Venezuela;Caracas;Extranjero;N/A;America Latina;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;N/A;N/A;N/A;;;;;;;;;;
3285;2018-12-17;Diciembre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;38;21 a 45 años;Cultural;N/A;Español;N/A;Hotel;N/A;Aéreo;N/A;N/A;;;;;;;;;;
3286;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;24;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3287;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;46;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3288;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;19;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3289;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3290;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3291;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;46;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3292;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3293;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Más de 45 años;Recreacional o vacacional;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3294;2018-12-17;Diciembre;Colombia;Medellín;Nacional;Centro;N/A;Femenino;28;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
3295;2018-12-17;Diciembre;Colombia;Medellín;Nacional;Centro;N/A;Femenino;27;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Terrestre público;4;4-6 Noches;;;;;;;;;;
3296;2018-12-17;Diciembre;Colombia;Medellín;Nacional;Centro;N/A;Femenino;26;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;No responde;N/A;N/A;;;;;;;;;;
3297;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3298;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;42;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3299;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3300;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;74;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3301;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3302;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3303;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;48;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3304;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;55;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3305;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3306;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;22;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3307;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;63;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3308;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3309;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3310;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;32;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3311;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;57;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3312;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;48;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3313;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3314;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;55;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3315;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;38;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3316;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;7;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3317;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3318;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3319;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;49;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3320;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3321;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;52;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3322;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;64;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3323;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;58;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3324;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;59;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3325;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3326;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;63;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3327;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;56;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3328;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3329;2018-12-17;Diciembre;Colombia;Cali;Local;Occidente;N/A;Masculino;25;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
3330;2018-12-17;Diciembre;Estados Unidos;Los Angeles;Extranjero;N/A;Norteamerica;Masculino;31;21 a 45 años;Recreacional o vacacional;N/A;Inglés;N/A;Hotel;N/A;Aéreo;12;Mas de 10 Noches;;;;;;;;;;
3331;2018-12-17;Diciembre;Francia;Laussanne;Extranjero;N/A;Europa;Masculino;31;21 a 45 años;Recreacional o vacacional;N/A;Francés;N/A;Otros;N/A;Aéreo;30;Mas de 10 Noches;;;;;;;;;;
3332;2018-12-17;Diciembre;Colombia;Neiva;Nacional;Centro;N/A;Femenino;20;0 - 20 años;Recreacional o vacacional;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;10;7-10 Noches;;;;;;;;;;
