Encuesta;Fecha;Mes;Pais de Procedencia;Cuidad;Procedencia;Zona de procedencia-Visitantes  nacionales;Zona de procedencia- Visitantes internacionales;Sexo;Edad;Edad rangos;Motivo Viaje;Otro motivo de viaje o consulta PIT-Cual?;Idioma;Otro idioma Cual?;Alojamiento;Otro alojamiento Cual?;Tipo de transporte;Tiempo de estancia;Rango de Tiempo de estancia;;;;;;;;;;
2375;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2376;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2377;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;18;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2378;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2379;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;51;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2380;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;70;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2381;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;20;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2382;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2383;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;14;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2384;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;12;0 - 20 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2385;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2386;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2387;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;37;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2388;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2389;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;26;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2390;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;34;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2391;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;62;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2392;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2393;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;33;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2394;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;31;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2395;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2396;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;39;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2397;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;61;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2398;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2399;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;43;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2400;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;41;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2401;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;63;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2402;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;67;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2403;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;66;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2404;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;60;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2405;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;53;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2406;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2407;2018-10-27;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;37;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2408;2018-10-27;Octubre;Venezuela;Caracas;Extranjero;N/A;America Latina;Masculino;41;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Otros;N/A;N/A;N/A;N/A;;;;;;;;;;
2409;2018-10-27;octubre;Francia;Paris;Extranjero;N/A;Europa;Masculino;28;21 a 45 años;Recreacional o vacacional;N/A;Francés;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2410;2018-10-27;octubre;Panamà;Ciudad de panama;Extranjero;N/A;America Latina;Femenino;30;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hostal;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2411;2018-10-27;octubre;Ecuador;Quito;Extranjero;N/A;America Latina;Masculino;45;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;2;2-3 Noches;;;;;;;;;;
2412;2018-10-27;octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2413;2018-10-27;octubre;Brasil;Sao Paulo;Extranjero;N/A;America Latina;Masculino;36;21 a 45 años;Negocios;N/A;Portugués;N/A;Hotel;N/A;Aéreo;12;Mas de 10 Noches;;;;;;;;;;
2414;2018-10-27;octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;40;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2415;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;60;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2416;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2417;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;55;Más de 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2418;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Cultural;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2419;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2420;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;48;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2421;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;41;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2422;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;35;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2423;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;43;21 a 45 años;Negocios;N/A;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2424;2018-10-28;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;33;21 a 45 años;Negocios;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;6;4-6 Noches;;;;;;;;;;
2425;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;47;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2426;2018-10-28;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;60;Más de 45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;120;Mas de 10 Noches;;;;;;;;;;
2427;2018-10-28;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;41;21 a 45 años;Educación y/o Formación;N/A;Español;N/A;Vivienda familiar o amigos;N/A;Terrestre público;60;Mas de 10 Noches;;;;;;;;;;
2428;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2429;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;36;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2430;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;50;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2431;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;65;Más de 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2432;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;30;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2433;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;44;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2434;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Masculino;45;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
2435;2018-10-28;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;43;21 a 45 años;Recreacional o vacacional;N/A;Español;N/A;Hotel;N/A;Aéreo;5;4-6 Noches;;;;;;;;;;
2436;2018-10-28;Octubre;Colombia;Bogotá;Nacional;Centro;N/A;Masculino;41;21 a 45 años;Negocios;N/A;Español;N/A;Otros;N/A;No responde;N/A;N/A;;;;;;;;;;
2437;2018-10-28;Octubre;Colombia;Cali;Local;Occidente;N/A;Femenino;27;21 a 45 años;Otros;Informacion de Ciudad;Español;N/A;Reside;N/A;N/A;N/A;N/A;;;;;;;;;;
