Encuesta,Fecha,Mes,País de procedencia,Cuidad,Procedencia,Zona procedencia- Visitantes nacionales,Zona procedencia- Visitantes internacionales,Sexo,Edad,Edad rangos,Motivo Viaje,Otro motivo de viaje o consulta PIT-Cual?,Idioma ,Otro idioma-Cual?,Alojamiento,Otro alojamiento-Cual?,Tipo de transporte,Tiempo de estancia,Rango de Tiempo de estancia
137,02/25/2016,Febrero,Estados Unidos,Miami,Extranjero,N/A,Norteamerica,Masculino,82,Más de 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,15,Más de 10 Noches
138,02/26/2016,Febrero,Francia,Marsella,Extranjero,N/A,Europa,Femenino,35,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
139,02/26/2016,Febrero,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,31,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
140,02/26/2016,Febrero,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,68,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,5,4 a 6 Noches
141,02/26/2016,Febrero,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,20,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,6,4 a 6 Noches
142,02/27/2016,Febrero,Colombia,Cali,Local,Occidente,N/A,Femenino,39,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
143,02/29/2016,Febrero,Suiza,Wintesth,Extranjero,N/A,Europa,Masculino,67,Más de 45 años,Cultural,N/A,Otro,Sueco,Hotel,N/A,Aéreo,3,2 -3 Noches
144,02/29/2016,Febrero,Suiza,Wintesth,Extranjero,N/A,Europa,Femenino,65,Más de 45 años,Cultural,N/A,Otro,Sueco,Hotel,N/A,Aéreo,3,2 -3 Noches
145,02/29/2016,Febrero,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,37,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,5,4 a 6 Noches
146,02/29/2016,Febrero,Alemania,Colonia,Extranjero,N/A,Europa,Femenino,30,21 - 45 años,Cultural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Terrestre público,5,4 a 6 Noches
147,02/03/2016,Marzo,Argentina,Santa Fe,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
148,02/03/2016,Marzo,Argentina,Santa Fe,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
149,03/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
150,03/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,56,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
151,03/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,51,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
152,03/03/2016,Marzo,Argentina,Mendoza,Extranjero,N/A,America Latina,Masculino,51,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,15,Más de 10 Noches
153,03/03/2016,Marzo,Francia,Paris,Extranjero,N/A,Europa,Femenino,38,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1,1 Noche
154,03/03/2016,Marzo,Francia,Paris,Extranjero,N/A,Europa,Femenino,43,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,1,1 Noche
155,03/03/2016,Marzo,Chile,Santiago,Extranjero,N/A,America Latina,Masculino,31,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Aéreo,6,4 a 6 Noches
156,03/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,46,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
157,03/03/2016,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Masculino,29,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
158,05/03/2016,Marzo,Ecuador,Portoviejo,Extranjero,N/A,America Latina,Masculino,44,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
159,05/03/2016,Marzo,Ecuador,Tulcan,Extranjero,N/A,America Latina,Femenino,34,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
160,05/03/2016,Marzo,España,Barcelona,Extranjero,N/A,Europa,Femenino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
161,05/03/2016,Marzo,Italia,Florencia,Extranjero,N/A,Europa,masculino,24,21 - 45 años,Cultural,N/A,Italiano,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
162,05/03/2016,Marzo,Alemania,Dresde,Extranjero,N/A,Europa,masculino,23,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,3,2 -3 Noches
440,05/24/2016,Mayo,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,-,N/A,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,N/A,N/A
163,04/03/2016,Marzo,Colombia,Tolima,Nacional,Centro,N/A,Masculino,64,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
164,07/03/2016,Marzo,Ecuador,Santa Elena,Extranjero,N/A,America Latina,Masculino,26,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
165,07/03/2016,Marzo,España,Valencia,Extranjero,N/A,Europa,Femenino,25,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,N/A,N/A
166,07/03/2016,Marzo,México,México,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
167,07/03/2016,Marzo,Colombia,Cucuta,Nacional,Norte,N/A,Masculino,47,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
168,07/03/2016,Marzo,Colombia,Pereira,Nacional,Centro,N/A,Femenino,40,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,2,2 -3 Noches
169,07/03/2016,Marzo,Chile,Arica,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,1,1 Noche
170,07/03/2016,Marzo,Brasil,Recife,Extranjero,N/A,America Latina,Femenino,23,21 - 45 años,Cultural,N/A,Portugues,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
171,07/03/2016,Marzo,Francia,Nantes,Extranjero,N/A,Europa,Femenino,25,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
172,07/03/2016,Marzo,Francia,Nantes,Extranjero,N/A,Europa,Masculino,25,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,2,2 -3 Noches
173,07/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,64,Más de 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
174,08/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
175,08/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,38,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
176,09/03/2016,Marzo,Brasil,Campinas,Extranjero,N/A,America Latina,Femenino,33,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2,2 -3 Noches
177,09/03/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,55,Más de 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
178,10/03/2016,Marzo,Chile,Santiago,Extranjero,N/A,America Latina,Masculino,57,Más de 45 años,Salud y atención médica,N/A,Español,N/A,Hotel,N/A,Aéreo,6,4 a 6 Noches
179,10/03/2016,Marzo,Chile,Santiago,Extranjero,N/A,America Latina,Masculino,54,Más de 45 años,Salud y atención médica,N/A,Español,N/A,Hotel,N/A,Aéreo,6,4 a 6 Noches
180,10/03/2016,Marzo,España,Barcelona,Extranjero,N/A,Europa,Masculino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,15,Más de 10 Noches
181,10/03/2016,Marzo,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,30,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,15,Más de 10 Noches
182,10/03/2016,Marzo,Francia,Paris,Extranjero,N/A,Europa,Femenino,18,0 - 20 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,15,Más de 10 Noches
183,10/03/2016,Marzo,Argentina,Rosario,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
184,10/03/2016,Marzo,Argentina,Rosario,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
185,10/03/2016,Marzo,Francia,Paris,Extranjero,N/A,Europa,Masculino,58,Más de 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4,4 a 6 Noches
186,10/03/2016,Marzo,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,28,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,180,Más de 10 Noches
187,10/03/2016,Marzo,Brasil,Salvador,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
188,10/03/2016,Marzo,Estados Unidos,Chicago,Extranjero,N/A,Norteamerica,Masculino,23,21 - 45 años,Visita parientes o amigos,N/A,Inglés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
189,11/03/2016,Marzo,Colombia,Mocoa,Nacional,Sur,N/A,Masculino,21,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,1,1 Noche
190,11/03/2016,Marzo,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,44,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2,2 -3 Noches
191,11/03/2016,Marzo,Colombia,Bogotá,Nacional,Centro,N/A,Masculino,51,Más de 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2,2 -3 Noches
192,03/14/2016,Marzo,Brasil,Pocos de Caldas,Extranjero,N/A,America Latina,Masculino,27,21 - 45 años,Cultural,N/A,Portugues,N/A,Vivienda familiar o amigos,N/A,Terrestre público,14,Más de 10 Noches
193,03/14/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,24,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
194,03/14/2016,Marzo,Francia,Nueva Casledonia,Extranjero,N/A,Europa,Femenino,67,Más de 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,6,4 a 6 Noches
195,03/14/2016,Marzo,Colombia,Medellín,Nacional,Centro,N/A,Femenino,41,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre público,2,2 -3 Noches
196,03/14/2016,Marzo,Brasil,Sao Pablo,Extranjero,N/A,America Latina,Femenino,34,21 - 45 años,Educación y/o Formación,N/A,Portugues,N/A,Hostal,N/A,Aéreo,270,Más de 10 Noches
197,03/14/2016,Marzo,México,México,Extranjero,N/A,America Latina,Femenino,52,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,15,Más de 10 Noches
198,03/15/2016,Marzo,Argentina,Rosario,Extranjero,N/A,America Latina,Femenino,23,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
199,03/15/2016,Marzo,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,34,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,2,2 -3 Noches
200,03/15/2016,Marzo,Francia,Angers,Extranjero,N/A,Europa,Masculino,34,21 - 45 años,Recreacional o vacacional,N/A,Francés,N/A,Hotel,N/A,Aéreo,2,2 -3 Noches
201,03/15/2016,Marzo,Ecuador,Cuenca,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Terrestre público,15,Más de 10 Noches
202,03/15/2016,Marzo,Argentina,Cordoba,Extranjero,N/A,America Latina,Femenino,36,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
203,03/16/2016,Marzo,Suiza,Lucerna,Extranjero,N/A,Europa,Masculino,32,21 - 45 años,Cultural,N/A,Inglés,N/A,Otros,N/A,Terrestre público,4,4 a 6 Noches
204,03/16/2016,Marzo,Israel,Tel aviv,Extranjero,N/A,Europa,Masculino,24,21 - 45 años,Cultural,N/A,Otro,Arabe,Hostal,N/A,Terrestre público,4,4 a 6 Noches
205,03/16/2016,Marzo,Argentina,Catamarca,Extranjero,N/A,America Latina,Femenino,24,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
206,03/16/2016,Marzo,Argentina,Santiago del Estero,Extranjero,N/A,America Latina,Masculino,25,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
207,03/16/2016,Marzo,Argentina,Buenos Aires,Extranjero,N/A,America Latina,Femenino,23,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
208,03/16/2016,Marzo,Bélgica,Amberes,Extranjero,N/A,Europa,Masculino,27,21 - 45 años,Turismo rural,N/A,Otro,neerlandés,Hostal,N/A,Terrestre público,4,4 a 6 Noches
209,03/16/2016,Marzo,Colombia,Medellín,Nacional,Centro,N/A,Femenino,32,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 a 6 Noches
210,03/16/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,15,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
211,03/16/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,15,0 - 20 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
212,03/16/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,masculino,40,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
213,03/16/2016,Marzo,Francia,Lyon,Extranjero,N/A,Europa,Masculino,38,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Terrestre público,4,4 a 6 Noches
214,03/17/2016,Marzo,Chile,Arica,Extranjero,N/A,America Latina,Masculino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,2,2 -3 Noches
215,03/17/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,38,21 - 45 años,Turismo rural,Consulta Punto de Información - San cipriano,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
216,03/17/2016,Marzo,Rusia,No responde,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Turismo rural,N/A,Otro,N/A,Hotel,N/A,Terrestre público,5,4 a 6 Noches
217,03/17/2016,Marzo,España,Valencia,Extranjero,N/A,Europa,Femenino,28,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,5,4 a 6 Noches
218,03/17/2016,Marzo,Inglaterra,Londres,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
219,03/17/2016,Marzo,Francia,No responde,Extranjero,N/A,Europa,Femenino,53,Más de 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
220,03/17/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,31,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
221,03/17/2016,Marzo,Francia,No responde,Extranjero,N/A,Europa,Femenino,29,21 - 45 años,Cultural,N/A,Francés,N/A,Hotel,N/A,Terrestre público,4,4 a 6 Noches
222,03/17/2016,Marzo,Chile,Arica,Extranjero,N/A,America Latina,Femenino,19,0 - 20 años,Turismo rural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,2,2 -3 Noches
223,03/18/2016,Marzo,Holanda,Roosendaal,Extranjero,N/A,Europa,Masculino,39,21 - 45 años,Cultural,N/A,Otro,Holandes,Hotel,N/A,Aéreo,10,7 a 10 Noches
224,03/18/2016,Marzo,Alemania,Maguncia,Extranjero,N/A,Europa,Femenino,20,0 - 20 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,1,1 Noche
225,03/18/2016,Marzo,Canadá,Regina,Extranjero,N/A,Europa,Femenino,60,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,11,Más de 10 Noches
226,03/18/2016,Marzo,Malta,Gozo,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,45,Más de 10 Noches
227,03/18/2016,Marzo,Malta,Gozo,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Cultural,N/A,Inglés,N/A,Vivienda familiar o amigos,N/A,Terrestre público,45,Más de 10 Noches
228,03/18/2016,Marzo,Argentina,Mendoza,Extranjero,N/A,America Latina,Femenino,32,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,8,7 a 10 Noches
229,03/19/2016,Marzo,Perú,Arequipa,Extranjero,N/A,America Latina,Femenino,21,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2,2 -3 Noches
230,03/19/2016,Marzo,Perú,Arequipa,Extranjero,N/A,America Latina,Femenino,21,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Terrestre particular,2,2 -3 Noches
231,03/22/2016,Marzo,Brasil,Cuiaba,Extranjero,N/A,America Latina,Masculino,40,21 - 45 años,Cultural,N/A,Portugues,N/A,Hotel,N/A,Terrestre particular,3,2 -3 Noches
232,03/22/2016,Marzo,Colombia,Villanvicencio,Nacional,Oriente,N/A,Masculino,40,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
233,03/22/2016,Marzo,Colombia,Villanvicencio,Nacional,Oriente,N/A,Femenino,45,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
234,03/22/2016,Marzo,Francia,Lyon,Extranjero,N/A,Europa,Masculino,21,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,3,2 -3 Noches
235,03/22/2016,Marzo,Francia,Lyon,Extranjero,N/A,Europa,Femenino,26,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,2,2 -3 Noches
236,03/22/2016,Marzo,Ecuador,Quito,Extranjero,N/A,America Latina,Femenino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
237,03/22/2016,Marzo,Alemania,Dusseldorf,Extranjero,N/A,Europa,Femenino,35,21 - 45 años,Turismo rural,N/A,Alemán,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
238,03/22/2016,Marzo,Colombia,Medellín,Nacional,Centro,N/A,Masculino,22,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
239,03/22/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Masculino,21,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
240,03/23/2016,Marzo,Colombia,Barranquilla,Nacional,Norte,N/A,Femenino,28,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Terrestre particular,3,2 -3 Noches
241,03/23/2016,Marzo,España,Cordoba,Extranjero,N/A,Europa,Masculino,20,0 - 20 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Aéreo,3,2 -3 Noches
242,03/28/2016,Marzo,Grecia,Atenas,Extranjero,N/A,Europa,Masculino,48,Más de 45 años,Cultural,N/A,Otro,Griego,Hotel,N/A,Aéreo,9,7 a 10 Noches
243,03/28/2016,Marzo,Estados Unidos,San Francisco,Extranjero,N/A,Norteamerica,Masculino,82,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,15,Más de 10 Noches
244,03/28/2016,Marzo,Colombia,Bogotá,Nacional,Centro,N/A,Femenino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,5,4 a 6 Noches
245,03/28/2016,Marzo,México,México,Extranjero,N/A,America Latina,Masculino,24,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
246,03/28/2016,Marzo,México,Tlatelolco,Extranjero,N/A,America Latina,Masculino,26,21 - 45 años,Turismo rural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
247,03/28/2016,Marzo,México,Guanajuato,Extranjero,N/A,America Latina,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
248,03/28/2016,Marzo,Francia,No responde,Extranjero,N/A,Europa,Femenino,28,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
249,03/28/2016,Marzo,Francia,No responde,Extranjero,N/A,Europa,Masculino,29,21 - 45 años,Cultural,N/A,Francés,N/A,Hostal,N/A,Aéreo,4,4 a 6 Noches
250,03/28/2016,Marzo,Canadá,Toronto,Extranjero,N/A,Norteamerica,Femenino,23,21 - 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Terrestre público,3,2 -3 Noches
251,03/28/2016,Marzo,México,México,Extranjero,N/A,America Latina,Femenino,23,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,4,4 a 6 Noches
252,03/28/2016,Marzo,México,México,Extranjero,N/A,America Latina,Masculino,22,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,8,7 a 10 Noches
253,03/28/2016,Marzo,México,México,Extranjero,N/A,America Latina,Masculino,22,21 - 45 años,Visita parientes o amigos,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,180,Más de 10 Noches
254,03/29/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,28,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
255,03/29/2016,Marzo,Colombia,Cali,Local,Occidente,N/A,Femenino,26,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda propia,N/A,Reside,Reside,Reside
256,03/29/2016,Marzo,Perú,Arequipa,Extranjero,N/A,America Latina,Masculino,23,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre particular,2,2 -3 Noches
257,03/30/2016,Marzo,Chile,Santiago,Extranjero,N/A,America Latina,Masculino,38,21 - 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
258,03/30/2016,Marzo,Argentina,Lujan,Extranjero,N/A,America Latina,Masculino,68,Más de 45 años,Cultural,N/A,Español,N/A,Hotel,N/A,Aéreo,4,4 a 6 Noches
259,03/31/2016,Marzo,Alemania,No responde,Extranjero,N/A,Europa,masculino,37,21 - 45 años,Cultural,N/A,Alemán,N/A,Hostal,N/A,Terrestre público,5,4 a 6 Noches
260,03/31/2016,Marzo,Estados Unidos,washington,Extranjero,N/A,Norteamerica,Femenino,47,Más de 45 años,Cultural,N/A,Inglés,N/A,Hostal,N/A,Aéreo,9,7 a 10 Noches
261,03/31/2016,Marzo,Colombia,Manizalez,Nacional,Centro,N/A,masculino,24,21 - 45 años,Cultural,N/A,Español,N/A,Hostal,N/A,Terrestre público,40,Más de 10 Noches
262,01/04/2016,Abril,Suiza,Zúrich,Extranjero,N/A,Europa,masculino,65,Más de 45 años,Cultural,N/A,Inglés,N/A,Hotel,N/A,Aéreo,7,7 a 10 Noches
263,02/04/2016,Abril,Republica Dominicana,Santo Domingo,Extranjero,N/A,America Latina,Masculino,24,21 - 45 años,Cultural,N/A,Español,N/A,Vivienda familiar o amigos,N/A,Terrestre público,3,2 -3 Noches
264,04/04/2016,Abril,Estados Unidos,San luis,Extranjero,N/A,Norteamerica,Masculino,25,21 - 45 años,Recreacional o vacacional,N/A,Inglés,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
265,04/04/2016,Abril,Ecuador,Quito,Extranjero,N/A,America Latina,Masculino,24,21 - 45 años,Recreacional o vacacional,N/A,Español,N/A,Hotel,N/A,Aéreo,3,2 -3 Noches
266,04/04/2016,Abril,Suecia,Pitea,Extranjero,N/A,Europa,Femenino,24,21 - 45 años,Recreacional o vacacional,N/A,Otro,Sueco,Hostal,N/A,Terrestre público,3,2 -3 Noches
267,04/04/2016,Abril,Japon,Ehime,Extranjero,N/A,Asia,Femenino,32,21 - 45 años,Turismo rural,N/A,Otro,Japones,No responde,N/A,Terrestre público,Paso,Paso
268,04/04/2016,Abril,Taiwán,Taiwan,Extranjero,N/A,Asia,Femenino,31,21 - 45 años,Turismo rural,N/A,Otro,Taiwanés,No responde,N/A,Terrestre público,Paso,Paso
